level,component_reference,component_name,component_quantity,parent_bom_reference,parent_bom_name,has_child_bom
4,M00919,XLR4 Male - NC4MXX-BAG,3.00,M00698,FAB - Nema34 Motor,False
3,M00696,ALL - Nema23 Motor,1.00,M00268,FAB - Mechanical Elements Box (2/3) - Motors,True
4,M00697,Nema23 Stepper Motor 5A 6.35mm Shaft,1.00,M00696,ALL - Nema23 Motor,False
4,M00660,Micro-Fit 3.0 Male Connector Housing,1.00,M00696,ALL - Nema23 Motor,False
4,M00662,Micro-Fit Male Crimp Terminal Contact,4.00,M00696,ALL - Nema23 Motor,False
3,M01685,FAB - Pinion v2 - 2M Z15 80T,2.00,M00268,FAB - Mechanical Elements Box (2/3) - Motors,False
3,M00085,FAB - Belt HTD-5M Bag - 15mm 475mm / 95 Teeth,1.00,M00268,FAB - Mechanical Elements Box (2/3) - Motors,True
4,M00084,Belt HTD-5M 15mm 475mm / 95 teeth,2.00,M00085,FAB - Belt HTD-5M Bag - 15mm 475mm / 95 Teeth,False
3,M00102,"FAB - Brush FBL0706 20mm, 250mm length",2.00,M00268,FAB - Mechanical Elements Box (2/3) - Motors,True
4,M00947,Brush FBL0706 20mm (m),0.50,M00102,"FAB - Brush FBL0706 20mm, 250mm length",False
2,M00823,Square Plate - First CNC Test,1.00,M00964,FAB - A - Main Box 1/2,False
1,M00965,FAB - B - Main Box 2/2,1.00,M01424,Fab,True
2,M00254,FAB - Electronic Components box - FAB-B-1,1.00,M00965,FAB - B - Main Box 2/2,True
3,M01068,FAB - Motor Cables,1.00,M00254,FAB - Electronic Components box - FAB-B-1,True
4,M00271,FAB - BELRAM lot of Motor Cables,1.00,M01068,FAB - Motor Cables,True
5,M00691,"Motor cable X 340cm, Red (Fab)",1.00,M00271,FAB - BELRAM lot of Motor Cables,False
5,M00692,"Motor cable Y1 340cm, Green (Fab)",1.00,M00271,FAB - BELRAM lot of Motor Cables,False
5,M00693,"Motor cable Y2 530cm, Yellow (Fab)",1.00,M00271,FAB - BELRAM lot of Motor Cables,False
5,M00694,"Motor cable Z 570cm, Blue (Fab)",1.00,M00271,FAB - BELRAM lot of Motor Cables,False
4,M00973,"Cable Tie 368mm x 4.8 mm, White",1.00,M01068,FAB - Motor Cables,False
4,M00659,Micro-Fit 3.0 Female Connector Housing,4.00,M01068,FAB - Motor Cables,False
